image_path,mesh_name,lod_level,azimuth,distance_label,distance_multiplier,quality_score,tri_count_log,vert_count_log,surface_area,volume,edge_len_mean,edge_len_std,bbox_diag,bbox_x,bbox_y,area_variance,normal_var_mean,curvature_mean,curvature_std,detail_density,saliency_fraction,area_per_tri,edge_len_range,normal_consistency,aspect_ratio,vol_sa_ratio,lod_tri_ratio,tri_reduction,log_lod_ratio,compactness,normal_entropy,az_sin,az_cos,screen_coverage,log_distance,proj_detail,dist_lod_interaction,dist_normalised,dist_reciprocal,proj_area,lod_adequacy,dist_mult,az_deg_norm,screen_log
data\processed\rendered_images\armadillo_lod3_az180_very_far.png,armadillo,3,180,very_far,9.0,0.9997766613960266,0.15056442543483403,0.1333662655184116,-0.29977961111761015,-0.4092720577208466,-0.19672354222612626,-0.2755525189292355,-0.009526778379000872,0.1369814165351707,-0.10342247448925947,-0.2035654957608714,0.35359976643249497,0.21406906459065647,0.26127293253369877,-0.31577049173949845,0.33299516238539684,-0.2521212281019899,-0.20457193245683516,0.7595174452798148,-0.5081482204224528,0.19373401759450426,-0.7890143930115048,0.7890143930115057,-0.8234660846691538,-0.6846623594234753,0.681247832281685,1.5058187984205228e-16,-1.414213562373095,-0.7879918672797618,1.4112684394631791,-0.5455278520414495,2.123970384903399,1.414213562373095,-1.018849036308685,-0.2704698611643079,-0.6998887089707689,1.6371145820675856,0.2182178902359924,-0.8415457124556129
data\processed\rendered_images\armadillo_lod3_az225_very_close.png,armadillo,3,225,very_close,1.2,0.8442682027816772,0.15056442543483403,0.1333662655184116,-0.29977961111761015,-0.4092720577208466,-0.19672354222612626,-0.2755525189292355,-0.009526778379000872,0.1369814165351707,-0.10342247448925947,-0.2035654957608714,0.35359976643249497,0.21406906459065647,0.26127293253369877,-0.31577049173949845,0.33299516238539684,-0.2521212281019899,-0.20457193245683516,0.7595174452798148,-0.5081482204224528,0.19373401759450426,-0.7890143930115048,0.7890143930115057,-0.8234660846691538,-0.6846623594234753,0.681247832281685,-0.9999999999999999,-1.0000000000000002,1.8874844888856706,-1.3471674722244058,0.022312883089212483,-0.6459340248176142,-1.414213562373095,1.7242060560814776,0.03139019634149603,-0.819952148787631,-1.10312012611421,0.6546536707079772,1.8431657725222956
data\processed\rendered_images\armadillo_lod3_az225_close.png,armadillo,3,225,close,2.0,0.9662225246429444,0.15056442543483403,0.1333662655184116,-0.29977961111761015,-0.4092720577208466,-0.19672354222612626,-0.2755525189292355,-0.009526778379000872,0.1369814165351707,-0.10342247448925947,-0.2035654957608714,0.35359976643249497,0.21406906459065647,0.26127293253369877,-0.31577049173949845,0.33299516238539684,-0.2521212281019899,-0.20457193245683516,0.7595174452798148,-0.5081482204224528,0.19373401759450426,-0.7890143930115048,0.7890143930115057,-0.8234660846691538,-0.6846623594234753,0.681247832281685,-0.9999999999999999,-1.0000000000000002,0.1441876776286353,-0.7821276318046869,-0.34768288914828815,-0.3618412648462283,-0.7071067811865475,0.45818063374791146,-0.1652968994844431,-0.7776556567905595,-0.8220704124545387,0.6546536707079772,0.25756332764934026
data\processed\rendered_images\armadillo_lod3_az225_medium.png,armadillo,3,225,medium,3.5,0.9928141832351683,0.15056442543483403,0.1333662655184116,-0.29977961111761015,-0.4092720577208466,-0.19672354222612626,-0.2755525189292355,-0.009526778379000872,0.1369814165351707,-0.10342247448925947,-0.2035654957608714,0.35359976643249497,0.21406906459065647,0.26127293253369877,-0.31577049173949845,0.33299516238539684,-0.2521212281019899,-0.20457193245683516,0.7595174452798148,-0.5081482204224528,0.19373401759450426,-0.7890143930115048,0.7890143930115057,-0.8234660846691538,-0.6846623594234753,0.681247832281685,-0.9999999999999999,-1.0000000000000002,-0.5162194052073338,-0.04345183118428754,-0.4878471047451612,0.1708326601001204,0.0,-0.3556928564948785,-0.2398071900689896,-0.7400418952786227,-0.29510219934265486,0.6546536707079772,-0.4964918935746441
data\processed\rendered_images\armadillo_lod3_az225_far.png,armadillo,3,225,far,6.0,0.998953938484192,0.15056442543483403,0.1333662655184116,-0.29977961111761015,-0.4092720577208466,-0.19672354222612626,-0.2755525189292355,-0.009526778379000872,0.1369814165351707,-0.10342247448925947,-0.2035654957608714,0.35359976643249497,0.21406906459065647,0.26127293253369877,-0.31577049173949845,0.33299516238539684,-0.2521212281019899,-0.20457193245683516,0.7595174452798148,-0.5081482204224528,0.19373401759450426,-0.7890143930115048,0.7890143930115057,-0.8234660846691538,-0.6846623594234753,0.681247832281685,-0.9999999999999999,-1.0000000000000002,-0.7274607279999931,0.7614784957502033,-0.5326807765003576,1.0586225350107015,0.7071067811865475,-0.8078447970258241,-0.26364044805303627,-0.7138261901970273,0.5831781558438182,0.6546536707079772,-0.7626913576690213
data\processed\rendered_images\armadillo_lod3_az225_very_far.png,armadillo,3,225,very_far,9.0,0.9993908405303956,0.15056442543483403,0.1333662655184116,-0.29977961111761015,-0.4092720577208466,-0.19672354222612626,-0.2755525189292355,-0.009526778379000872,0.1369814165351707,-0.10342247448925947,-0.2035654957608714,0.35359976643249497,0.21406906459065647,0.26127293253369877,-0.31577049173949845,0.33299516238539684,-0.2521212281019899,-0.20457193245683516,0.7595174452798148,-0.5081482204224528,0.19373401759450426,-0.7890143930115048,0.7890143930115057,-0.8234660846691538,-0.6846623594234753,0.681247832281685,-0.9999999999999999,-1.0000000000000002,-0.7879918672797618,1.4112684394631791,-0.5455278520414495,2.123970384903399,1.414213562373095,-1.018849036308685,-0.2704698611643079,-0.6998887089707689,1.6371145820675856,0.6546536707079772,-0.8415457124556129
data\processed\rendered_images\armadillo_lod3_az270_very_close.png,armadillo,3,270,very_close,1.2,0.9022432565689088,0.15056442543483403,0.1333662655184116,-0.29977961111761015,-0.4092720577208466,-0.19672354222612626,-0.2755525189292355,-0.009526778379000872,0.1369814165351707,-0.10342247448925947,-0.2035654957608714,0.35359976643249497,0.21406906459065647,0.26127293253369877,-0.31577049173949845,0.33299516238539684,-0.2521212281019899,-0.20457193245683516,0.7595174452798148,-0.5081482204224528,0.19373401759450426,-0.7890143930115048,0.7890143930115057,-0.8234660846691538,-0.6846623594234753,0.681247832281685,-1.414213562373095,-1.9823919249024393e-16,1.8874844888856706,-1.3471674722244058,0.022312883089212483,-0.6459340248176142,-1.414213562373095,1.7242060560814776,0.03139019634149603,-0.819952148787631,-1.10312012611421,1.091089451179962,1.8431657725222956
data\processed\rendered_images\armadillo_lod3_az270_close.png,armadillo,3,270,close,2.0,0.9627847671508788,0.15056442543483403,0.1333662655184116,-0.29977961111761015,-0.4092720577208466,-0.19672354222612626,-0.2755525189292355,-0.009526778379000872,0.1369814165351707,-0.10342247448925947,-0.2035654957608714,0.35359976643249497,0.21406906459065647,0.26127293253369877,-0.31577049173949845,0.33299516238539684,-0.2521212281019899,-0.20457193245683516,0.7595174452798148,-0.5081482204224528,0.19373401759450426,-0.7890143930115048,0.7890143930115057,-0.8234660846691538,-0.6846623594234753,0.681247832281685,-1.414213562373095,-1.9823919249024393e-16,0.1441876776286353,-0.7821276318046869,-0.34768288914828815,-0.3618412648462283,-0.7071067811865475,0.45818063374791146,-0.1652968994844431,-0.7776556567905595,-0.8220704124545387,1.091089451179962,0.25756332764934026
data\processed\rendered_images\armadillo_lod3_az270_medium.png,armadillo,3,270,medium,3.5,0.9930564761161804,0.15056442543483403,0.1333662655184116,-0.29977961111761015,-0.4092720577208466,-0.19672354222612626,-0.2755525189292355,-0.009526778379000872,0.1369814165351707,-0.10342247448925947,-0.2035654957608714,0.35359976643249497,0.21406906459065647,0.26127293253369877,-0.31577049173949845,0.33299516238539684,-0.2521212281019899,-0.20457193245683516,0.7595174452798148,-0.5081482204224528,0.19373401759450426,-0.7890143930115048,0.7890143930115057,-0.8234660846691538,-0.6846623594234753,0.681247832281685,-1.414213562373095,-1.9823919249024393e-16,-0.5162194052073338,-0.04345183118428754,-0.4878471047451612,0.1708326601001204,0.0,-0.3556928564948785,-0.2398071900689896,-0.7400418952786227,-0.29510219934265486,1.091089451179962,-0.4964918935746441
data\processed\rendered_images\armadillo_lod3_az270_far.png,armadillo,3,270,far,6.0,0.9988481402397156,0.15056442543483403,0.1333662655184116,-0.29977961111761015,-0.4092720577208466,-0.19672354222612626,-0.2755525189292355,-0.009526778379000872,0.1369814165351707,-0.10342247448925947,-0.2035654957608714,0.35359976643249497,0.21406906459065647,0.26127293253369877,-0.31577049173949845,0.33299516238539684,-0.2521212281019899,-0.20457193245683516,0.7595174452798148,-0.5081482204224528,0.19373401759450426,-0.7890143930115048,0.7890143930115057,-0.8234660846691538,-0.6846623594234753,0.681247832281685,-1.414213562373095,-1.9823919249024393e-16,-0.7274607279999931,0.7614784957502033,-0.5326807765003576,1.0586225350107015,0.7071067811865475,-0.8078447970258241,-0.26364044805303627,-0.7138261901970273,0.5831781558438182,1.091089451179962,-0.7626913576690213
data\processed\rendered_images\armadillo_lod3_az270_very_far.png,armadillo,3,270,very_far,9.0,0.9996209144592284,0.15056442543483403,0.1333662655184116,-0.29977961111761015,-0.4092720577208466,-0.19672354222612626,-0.2755525189292355,-0.009526778379000872,0.1369814165351707,-0.10342247448925947,-0.2035654957608714,0.35359976643249497,0.21406906459065647,0.26127293253369877,-0.31577049173949845,0.33299516238539684,-0.2521212281019899,-0.20457193245683516,0.7595174452798148,-0.5081482204224528,0.19373401759450426,-0.7890143930115048,0.7890143930115057,-0.8234660846691538,-0.6846623594234753,0.681247832281685,-1.414213562373095,-1.9823919249024393e-16,-0.7879918672797618,1.4112684394631791,-0.5455278520414495,2.123970384903399,1.414213562373095,-1.018849036308685,-0.2704698611643079,-0.6998887089707689,1.6371145820675856,1.091089451179962,-0.8415457124556129
data\processed\rendered_images\armadillo_lod3_az315_very_close.png,armadillo,3,315,very_close,1.2,0.8761810660362244,0.15056442543483403,0.1333662655184116,-0.29977961111761015,-0.4092720577208466,-0.19672354222612626,-0.2755525189292355,-0.009526778379000872,0.1369814165351707,-0.10342247448925947,-0.2035654957608714,0.35359976643249497,0.21406906459065647,0.26127293253369877,-0.31577049173949845,0.33299516238539684,-0.2521212281019899,-0.20457193245683516,0.7595174452798148,-0.5081482204224528,0.19373401759450426,-0.7890143930115048,0.7890143930115057,-0.8234660846691538,-0.6846623594234753,0.681247832281685,-1.0000000000000002,0.9999999999999997,1.8874844888856706,-1.3471674722244058,0.022312883089212483,-0.6459340248176142,-1.414213562373095,1.7242060560814776,0.03139019634149603,-0.819952148787631,-1.10312012611421,1.5275252316519468,1.8431657725222956
data\processed\rendered_images\armadillo_lod3_az315_close.png,armadillo,3,315,close,2.0,0.9682708978652954,0.15056442543483403,0.1333662655184116,-0.29977961111761015,-0.4092720577208466,-0.19672354222612626,-0.2755525189292355,-0.009526778379000872,0.1369814165351707,-0.10342247448925947,-0.2035654957608714,0.35359976643249497,0.21406906459065647,0.26127293253369877,-0.31577049173949845,0.33299516238539684,-0.2521212281019899,-0.20457193245683516,0.7595174452798148,-0.5081482204224528,0.19373401759450426,-0.7890143930115048,0.7890143930115057,-0.8234660846691538,-0.6846623594234753,0.681247832281685,-1.0000000000000002,0.9999999999999997,0.1441876776286353,-0.7821276318046869,-0.34768288914828815,-0.3618412648462283,-0.7071067811865475,0.45818063374791146,-0.1652968994844431,-0.7776556567905595,-0.8220704124545387,1.5275252316519468,0.25756332764934026
data\processed\rendered_images\armadillo_lod3_az315_medium.png,armadillo,3,315,medium,3.5,0.9916052222251892,0.15056442543483403,0.1333662655184116,-0.29977961111761015,-0.4092720577208466,-0.19672354222612626,-0.2755525189292355,-0.009526778379000872,0.1369814165351707,-0.10342247448925947,-0.2035654957608714,0.35359976643249497,0.21406906459065647,0.26127293253369877,-0.31577049173949845,0.33299516238539684,-0.2521212281019899,-0.20457193245683516,0.7595174452798148,-0.5081482204224528,0.19373401759450426,-0.7890143930115048,0.7890143930115057,-0.8234660846691538,-0.6846623594234753,0.681247832281685,-1.0000000000000002,0.9999999999999997,-0.5162194052073338,-0.04345183118428754,-0.4878471047451612,0.1708326601001204,0.0,-0.3556928564948785,-0.2398071900689896,-0.7400418952786227,-0.29510219934265486,1.5275252316519468,-0.4964918935746441
data\processed\rendered_images\armadillo_lod3_az315_far.png,armadillo,3,315,far,6.0,0.99863600730896,0.15056442543483403,0.1333662655184116,-0.29977961111761015,-0.4092720577208466,-0.19672354222612626,-0.2755525189292355,-0.009526778379000872,0.1369814165351707,-0.10342247448925947,-0.2035654957608714,0.35359976643249497,0.21406906459065647,0.26127293253369877,-0.31577049173949845,0.33299516238539684,-0.2521212281019899,-0.20457193245683516,0.7595174452798148,-0.5081482204224528,0.19373401759450426,-0.7890143930115048,0.7890143930115057,-0.8234660846691538,-0.6846623594234753,0.681247832281685,-1.0000000000000002,0.9999999999999997,-0.7274607279999931,0.7614784957502033,-0.5326807765003576,1.0586225350107015,0.7071067811865475,-0.8078447970258241,-0.26364044805303627,-0.7138261901970273,0.5831781558438182,1.5275252316519468,-0.7626913576690213
data\processed\rendered_images\armadillo_lod3_az315_very_far.png,armadillo,3,315,very_far,9.0,0.9990787506103516,0.15056442543483403,0.1333662655184116,-0.29977961111761015,-0.4092720577208466,-0.19672354222612626,-0.2755525189292355,-0.009526778379000872,0.1369814165351707,-0.10342247448925947,-0.2035654957608714,0.35359976643249497,0.21406906459065647,0.26127293253369877,-0.31577049173949845,0.33299516238539684,-0.2521212281019899,-0.20457193245683516,0.7595174452798148,-0.5081482204224528,0.19373401759450426,-0.7890143930115048,0.7890143930115057,-0.8234660846691538,-0.6846623594234753,0.681247832281685,-1.0000000000000002,0.9999999999999997,-0.7879918672797618,1.4112684394631791,-0.5455278520414495,2.123970384903399,1.414213562373095,-1.018849036308685,-0.2704698611643079,-0.6998887089707689,1.6371145820675856,1.5275252316519468,-0.8415457124556129
data\processed\rendered_images\armadillo_lod4_az000_very_close.png,armadillo,4,0,very_close,1.2,0.8528424501419067,-0.08621977882709578,-0.1142642859172885,-0.2998512045944455,-0.40941967129663615,-0.1451138760473649,-0.25572129365270474,-0.009351364416134569,0.13759548479629585,-0.10336445283803569,-0.2035483325637842,0.3539016574278528,0.5430574463895937,0.5705409070555587,-0.31577055628620637,0.3338286186026774,-0.23983646259311295,-0.17843774713157312,0.7441930205580329,-0.49749737878418704,0.19304017554593295,-0.9222935542348908,0.9222935542348912,-1.0043735555426516,-0.6854200206622354,0.6677978391575339,-2.2609331405046358e-17,1.414213562373095,1.887484488885671,-1.3471674722244058,-0.18578383132000797,-0.6240230297155713,-1.414213562373095,1.7242060560814776,0.031248984303176047,-0.8978197933246415,-1.10312012611421,-1.5275252316519468,1.8431657725222956
data\processed\rendered_images\armadillo_lod4_az000_close.png,armadillo,4,0,close,2.0,0.9544354677200316,-0.08621977882709578,-0.1142642859172885,-0.2998512045944455,-0.40941967129663615,-0.1451138760473649,-0.25572129365270474,-0.009351364416134569,0.13759548479629585,-0.10336445283803569,-0.2035483325637842,0.3539016574278528,0.5430574463895937,0.5705409070555587,-0.31577055628620637,0.3338286186026774,-0.23983646259311295,-0.17843774713157312,0.7441930205580329,-0.49749737878418704,0.19304017554593295,-0.9222935542348908,0.9222935542348912,-1.0043735555426516,-0.6854200206622354,0.6677978391575339,-2.2609331405046358e-17,1.414213562373095,0.1441876776286353,-0.7821276318046869,-0.4225977066685623,-0.3253229396761567,-0.7071067811865475,0.45818063374791146,-0.1653477358184642,-0.8703894982783259,-0.8220704124545387,-1.5275252316519468,0.25756332764934026
data\processed\rendered_images\armadillo_lod4_az000_medium.png,armadillo,4,0,medium,3.5,0.991105854511261,-0.08621977882709578,-0.1142642859172885,-0.2998512045944455,-0.40941967129663615,-0.1451138760473649,-0.25572129365270474,-0.009351364416134569,0.13759548479629585,-0.10336445283803569,-0.2035483325637842,0.3539016574278528,0.5430574463895937,0.5705409070555587,-0.31577055628620637,0.3338286186026774,-0.23983646259311295,-0.17843774713157312,0.7441930205580329,-0.49749737878418704,0.19304017554593295,-0.9222935542348908,0.9222935542348912,-1.0043735555426516,-0.6854200206622354,0.6677978391575339,-2.2609331405046358e-17,1.414213562373095,-0.5162194052073338,-0.04345183118428754,-0.5123090860174574,0.23473972914774566,0.0,-0.3556928564948785,-0.2398237896882897,-0.8457208456782365,-0.29510219934265486,-1.5275252316519468,-0.4964918935746441
data\processed\rendered_images\armadillo_lod4_az000_far.png,armadillo,4,0,far,6.0,0.9985010623931884,-0.08621977882709578,-0.1142642859172885,-0.2998512045944455,-0.40941967129663615,-0.1451138760473649,-0.25572129365270474,-0.009351364416134569,0.13759548479629585,-0.10336445283803569,-0.2035483325637842,0.3539016574278528,0.5430574463895937,0.5705409070555587,-0.31577055628620637,0.3338286186026774,-0.23983646259311295,-0.17843774713157312,0.7441930205580329,-0.49749737878418704,0.19304017554593295,-0.9222935542348908,0.9222935542348912,-1.0043735555426516,-0.6854200206622354,0.6677978391575339,-2.2609331405046358e-17,1.414213562373095,-0.7274607279999931,0.7614784957502033,-0.5410046451322188,1.1681775105209167,0.7071067811865475,-0.8078447970258241,-0.2636460965346067,-0.8283719831673835,0.5831781558438182,-1.5275252316519468,-0.7626913576690213
data\processed\rendered_images\armadillo_lod4_az000_very_far.png,armadillo,4,0,very_far,9.0,0.9995635747909546,-0.08621977882709578,-0.1142642859172885,-0.2998512045944455,-0.40941967129663615,-0.1451138760473649,-0.25572129365270474,-0.009351364416134569,0.13759548479629585,-0.10336445283803569,-0.2035483325637842,0.3539016574278528,0.5430574463895937,0.5705409070555587,-0.31577055628620637,0.3338286186026774,-0.23983646259311295,-0.17843774713157312,0.7441930205580329,-0.49749737878418704,0.19304017554593295,-0.9222935542348908,0.9222935542348912,-1.0043735555426516,-0.6854200206622354,0.6677978391575339,-2.2609331405046358e-17,1.414213562373095,-0.7879918672797618,1.4112684394631791,-0.5492273492117364,2.2883028481687218,1.414213562373095,-1.018849036308685,-0.27047237160056176,-0.8190959371886256,1.6371145820675856,-1.5275252316519468,-0.8415457124556129
data\processed\rendered_images\armadillo_lod4_az045_very_close.png,armadillo,4,45,very_close,1.2,0.8451952934265137,-0.08621977882709578,-0.1142642859172885,-0.2998512045944455,-0.40941967129663615,-0.1451138760473649,-0.25572129365270474,-0.009351364416134569,0.13759548479629585,-0.10336445283803569,-0.2035483325637842,0.3539016574278528,0.5430574463895937,0.5705409070555587,-0.31577055628620637,0.3338286186026774,-0.23983646259311295,-0.17843774713157312,0.7441930205580329,-0.49749737878418704,0.19304017554593295,-0.9222935542348908,0.9222935542348912,-1.0043735555426516,-0.6854200206622354,0.6677978391575339,1.0,1.0,1.887484488885671,-1.3471674722244058,-0.18578383132000797,-0.6240230297155713,-1.414213562373095,1.7242060560814776,0.031248984303176047,-0.8978197933246415,-1.10312012611421,-1.091089451179962,1.8431657725222956
data\processed\rendered_images\armadillo_lod4_az045_close.png,armadillo,4,45,close,2.0,0.9552328586578368,-0.08621977882709578,-0.1142642859172885,-0.2998512045944455,-0.40941967129663615,-0.1451138760473649,-0.25572129365270474,-0.009351364416134569,0.13759548479629585,-0.10336445283803569,-0.2035483325637842,0.3539016574278528,0.5430574463895937,0.5705409070555587,-0.31577055628620637,0.3338286186026774,-0.23983646259311295,-0.17843774713157312,0.7441930205580329,-0.49749737878418704,0.19304017554593295,-0.9222935542348908,0.9222935542348912,-1.0043735555426516,-0.6854200206622354,0.6677978391575339,1.0,1.0,0.1441876776286353,-0.7821276318046869,-0.4225977066685623,-0.3253229396761567,-0.7071067811865475,0.45818063374791146,-0.1653477358184642,-0.8703894982783259,-0.8220704124545387,-1.091089451179962,0.25756332764934026
data\processed\rendered_images\armadillo_lod4_az045_medium.png,armadillo,4,45,medium,3.5,0.9903690218925476,-0.08621977882709578,-0.1142642859172885,-0.2998512045944455,-0.40941967129663615,-0.1451138760473649,-0.25572129365270474,-0.009351364416134569,0.13759548479629585,-0.10336445283803569,-0.2035483325637842,0.3539016574278528,0.5430574463895937,0.5705409070555587,-0.31577055628620637,0.3338286186026774,-0.23983646259311295,-0.17843774713157312,0.7441930205580329,-0.49749737878418704,0.19304017554593295,-0.9222935542348908,0.9222935542348912,-1.0043735555426516,-0.6854200206622354,0.6677978391575339,1.0,1.0,-0.5162194052073338,-0.04345183118428754,-0.5123090860174574,0.23473972914774566,0.0,-0.3556928564948785,-0.2398237896882897,-0.8457208456782365,-0.29510219934265486,-1.091089451179962,-0.4964918935746441
data\processed\rendered_images\armadillo_lod4_az045_far.png,armadillo,4,45,far,6.0,0.9979008436203004,-0.08621977882709578,-0.1142642859172885,-0.2998512045944455,-0.40941967129663615,-0.1451138760473649,-0.25572129365270474,-0.009351364416134569,0.13759548479629585,-0.10336445283803569,-0.2035483325637842,0.3539016574278528,0.5430574463895937,0.5705409070555587,-0.31577055628620637,0.3338286186026774,-0.23983646259311295,-0.17843774713157312,0.7441930205580329,-0.49749737878418704,0.19304017554593295,-0.9222935542348908,0.9222935542348912,-1.0043735555426516,-0.6854200206622354,0.6677978391575339,1.0,1.0,-0.7274607279999931,0.7614784957502033,-0.5410046451322188,1.1681775105209167,0.7071067811865475,-0.8078447970258241,-0.2636460965346067,-0.8283719831673835,0.5831781558438182,-1.091089451179962,-0.7626913576690213
data\processed\rendered_images\armadillo_lod4_az045_very_far.png,armadillo,4,45,very_far,9.0,0.99961119890213,-0.08621977882709578,-0.1142642859172885,-0.2998512045944455,-0.40941967129663615,-0.1451138760473649,-0.25572129365270474,-0.009351364416134569,0.13759548479629585,-0.10336445283803569,-0.2035483325637842,0.3539016574278528,0.5430574463895937,0.5705409070555587,-0.31577055628620637,0.3338286186026774,-0.23983646259311295,-0.17843774713157312,0.7441930205580329,-0.49749737878418704,0.19304017554593295,-0.9222935542348908,0.9222935542348912,-1.0043735555426516,-0.6854200206622354,0.6677978391575339,1.0,1.0,-0.7879918672797618,1.4112684394631791,-0.5492273492117364,2.2883028481687218,1.414213562373095,-1.018849036308685,-0.27047237160056176,-0.8190959371886256,1.6371145820675856,-1.091089451179962,-0.8415457124556129
data\processed\rendered_images\armadillo_lod4_az090_very_close.png,armadillo,4,90,very_close,1.2,0.8492067456245422,-0.08621977882709578,-0.1142642859172885,-0.2998512045944455,-0.40941967129663615,-0.1451138760473649,-0.25572129365270474,-0.009351364416134569,0.13759548479629585,-0.10336445283803569,-0.2035483325637842,0.3539016574278528,0.5430574463895937,0.5705409070555587,-0.31577055628620637,0.3338286186026774,-0.23983646259311295,-0.17843774713157312,0.7441930205580329,-0.49749737878418704,0.19304017554593295,-0.9222935542348908,0.9222935542348912,-1.0043735555426516,-0.6854200206622354,0.6677978391575339,1.414213562373095,1.4814323000395331e-16,1.887484488885671,-1.3471674722244058,-0.18578383132000797,-0.6240230297155713,-1.414213562373095,1.7242060560814776,0.031248984303176047,-0.8978197933246415,-1.10312012611421,-0.6546536707079772,1.8431657725222956
data\processed\rendered_images\armadillo_lod4_az090_close.png,armadillo,4,90,close,2.0,0.9508271217346193,-0.08621977882709578,-0.1142642859172885,-0.2998512045944455,-0.40941967129663615,-0.1451138760473649,-0.25572129365270474,-0.009351364416134569,0.13759548479629585,-0.10336445283803569,-0.2035483325637842,0.3539016574278528,0.5430574463895937,0.5705409070555587,-0.31577055628620637,0.3338286186026774,-0.23983646259311295,-0.17843774713157312,0.7441930205580329,-0.49749737878418704,0.19304017554593295,-0.9222935542348908,0.9222935542348912,-1.0043735555426516,-0.6854200206622354,0.6677978391575339,1.414213562373095,1.4814323000395331e-16,0.1441876776286353,-0.7821276318046869,-0.4225977066685623,-0.3253229396761567,-0.7071067811865475,0.45818063374791146,-0.1653477358184642,-0.8703894982783259,-0.8220704124545387,-0.6546536707079772,0.25756332764934026
data\processed\rendered_images\armadillo_lod4_az090_medium.png,armadillo,4,90,medium,3.5,0.98906809091568,-0.08621977882709578,-0.1142642859172885,-0.2998512045944455,-0.40941967129663615,-0.1451138760473649,-0.25572129365270474,-0.009351364416134569,0.13759548479629585,-0.10336445283803569,-0.2035483325637842,0.3539016574278528,0.5430574463895937,0.5705409070555587,-0.31577055628620637,0.3338286186026774,-0.23983646259311295,-0.17843774713157312,0.7441930205580329,-0.49749737878418704,0.19304017554593295,-0.9222935542348908,0.9222935542348912,-1.0043735555426516,-0.6854200206622354,0.6677978391575339,1.414213562373095,1.4814323000395331e-16,-0.5162194052073338,-0.04345183118428754,-0.5123090860174574,0.23473972914774566,0.0,-0.3556928564948785,-0.2398237896882897,-0.8457208456782365,-0.29510219934265486,-0.6546536707079772,-0.4964918935746441
data\processed\rendered_images\armadillo_lod4_az090_far.png,armadillo,4,90,far,6.0,0.9981597661972046,-0.08621977882709578,-0.1142642859172885,-0.2998512045944455,-0.40941967129663615,-0.1451138760473649,-0.25572129365270474,-0.009351364416134569,0.13759548479629585,-0.10336445283803569,-0.2035483325637842,0.3539016574278528,0.5430574463895937,0.5705409070555587,-0.31577055628620637,0.3338286186026774,-0.23983646259311295,-0.17843774713157312,0.7441930205580329,-0.49749737878418704,0.19304017554593295,-0.9222935542348908,0.9222935542348912,-1.0043735555426516,-0.6854200206622354,0.6677978391575339,1.414213562373095,1.4814323000395331e-16,-0.7274607279999931,0.7614784957502033,-0.5410046451322188,1.1681775105209167,0.7071067811865475,-0.8078447970258241,-0.2636460965346067,-0.8283719831673835,0.5831781558438182,-0.6546536707079772,-0.7626913576690213
data\processed\rendered_images\armadillo_lod4_az090_very_far.png,armadillo,4,90,very_far,9.0,0.9993550181388856,-0.08621977882709578,-0.1142642859172885,-0.2998512045944455,-0.40941967129663615,-0.1451138760473649,-0.25572129365270474,-0.009351364416134569,0.13759548479629585,-0.10336445283803569,-0.2035483325637842,0.3539016574278528,0.5430574463895937,0.5705409070555587,-0.31577055628620637,0.3338286186026774,-0.23983646259311295,-0.17843774713157312,0.7441930205580329,-0.49749737878418704,0.19304017554593295,-0.9222935542348908,0.9222935542348912,-1.0043735555426516,-0.6854200206622354,0.6677978391575339,1.414213562373095,1.4814323000395331e-16,-0.7879918672797618,1.4112684394631791,-0.5492273492117364,2.2883028481687218,1.414213562373095,-1.018849036308685,-0.27047237160056176,-0.8190959371886256,1.6371145820675856,-0.6546536707079772,-0.8415457124556129
data\processed\rendered_images\armadillo_lod4_az135_very_close.png,armadillo,4,135,very_close,1.2,0.8465890288352966,-0.08621977882709578,-0.1142642859172885,-0.2998512045944455,-0.40941967129663615,-0.1451138760473649,-0.25572129365270474,-0.009351364416134569,0.13759548479629585,-0.10336445283803569,-0.2035483325637842,0.3539016574278528,0.5430574463895937,0.5705409070555587,-0.31577055628620637,0.3338286186026774,-0.23983646259311295,-0.17843774713157312,0.7441930205580329,-0.49749737878418704,0.19304017554593295,-0.9222935542348908,0.9222935542348912,-1.0043735555426516,-0.6854200206622354,0.6677978391575339,1.0,-0.9999999999999999,1.887484488885671,-1.3471674722244058,-0.18578383132000797,-0.6240230297155713,-1.414213562373095,1.7242060560814776,0.031248984303176047,-0.8978197933246415,-1.10312012611421,-0.2182178902359924,1.8431657725222956
data\processed\rendered_images\armadillo_lod4_az135_close.png,armadillo,4,135,close,2.0,0.9546032547950744,-0.08621977882709578,-0.1142642859172885,-0.2998512045944455,-0.40941967129663615,-0.1451138760473649,-0.25572129365270474,-0.009351364416134569,0.13759548479629585,-0.10336445283803569,-0.2035483325637842,0.3539016574278528,0.5430574463895937,0.5705409070555587,-0.31577055628620637,0.3338286186026774,-0.23983646259311295,-0.17843774713157312,0.7441930205580329,-0.49749737878418704,0.19304017554593295,-0.9222935542348908,0.9222935542348912,-1.0043735555426516,-0.6854200206622354,0.6677978391575339,1.0,-0.9999999999999999,0.1441876776286353,-0.7821276318046869,-0.4225977066685623,-0.3253229396761567,-0.7071067811865475,0.45818063374791146,-0.1653477358184642,-0.8703894982783259,-0.8220704124545387,-0.2182178902359924,0.25756332764934026
